-0.3233808,-0.2992113,-0.04233078,-0.9362588,-0.2631303,0.3207457,-0.7029201,0.5777441,-0.03419124,-0.4034295,0.07493596,-0.9112961,-0.1632801,-0.3724801,-0.2245923,-0.8855263,-0.1632801,-0.3724801,-0.2245923,-0.8855263,-0.2433875,0.3970007,-0.6784016,0.5682644,-0.1352488,-0.4693143,0.07541114,-0.8693475,-0.2860591,-0.3972321,-0.2231319,-0.8429646,-0.2860591,-0.3972321,-0.2231319,-0.8429646,-0.2353965,0.4786969,-0.6782101,0.5054395,-0.1808849,-0.5160476,0.1337127,-0.8264966,-0.336294,-0.410477,-0.1391812,-0.8360885,-0.336294,-0.410477,-0.1391812,-0.8360885
-0.3274733,-0.2966633,-0.05058541,-0.9354361,-0.2678204,0.3130502,-0.7044562,0.5779389,-0.01921008,-0.3970011,0.07553158,-0.9145033,-0.1470472,-0.367207,-0.2257864,-0.8902566,-0.1470472,-0.367207,-0.2257864,-0.8902566,-0.2485226,0.3886783,-0.6836212,0.5655331,-0.120872,-0.4641057,0.08178376,-0.8736747,-0.2711756,-0.3942919,-0.2195868,-0.8501644,-0.2711756,-0.3942919,-0.2195868,-0.8501644,-0.2361013,0.4705614,-0.6849171,0.5037032,-0.1733626,-0.510478,0.140806,-0.8303803,-0.326749,-0.4061456,-0.1332191,-0.8429316,-0.326749,-0.4061456,-0.1332191,-0.8429316
-0.3519308,-0.2696891,-0.09240553,-0.925151,-0.310052,0.244834,-0.7230821,0.5666361,0.1035634,-0.3515249,0.1074711,-0.9242051,-0.01406856,-0.3446715,-0.201681,-0.9166943,-0.01406856,-0.3446715,-0.201681,-0.9166943,-0.2682482,0.3200035,-0.7214381,0.5524201,-0.04262779,-0.4215471,0.124702,-0.8971791,-0.1849584,-0.3713154,-0.1939068,-0.8889969,-0.1849584,-0.3713154,-0.1939068,-0.8889969,-0.2371963,0.4072118,-0.7216997,0.5070169,-0.1305753,-0.4716538,0.1757924,-0.8541605,-0.2733521,-0.3887577,-0.1084143,-0.8731511,-0.2733521,-0.3887577,-0.1084143,-0.8731511
-0.3505103,-0.2685376,-0.1140592,-0.9250276,-0.3057114,0.2436345,-0.7251688,0.5668451,0.1005036,-0.3487171,0.1108285,-0.9252095,-0.01594323,-0.3412872,-0.1985837,-0.9186041,-0.01594323,-0.3412872,-0.1985837,-0.9186041,-0.2660844,0.3176233,-0.7251806,0.5499344,-0.04071286,-0.4180322,0.1317284,-0.8979086,-0.1826083,-0.3664913,-0.1898365,-0.8923569,-0.1826083,-0.3664913,-0.1898365,-0.8923569,-0.2341994,0.4051025,-0.7248589,0.5055912,-0.130642,-0.4691245,0.1825794,-0.8541196,-0.2738666,-0.3874727,-0.1044135,-0.8740481,-0.2738666,-0.3874727,-0.1044135,-0.8740481
-0.3520606,-0.2693576,-0.1144812,-0.9246653,-0.3057213,0.2423474,-0.7268412,0.565247,0.1003031,-0.3485548,0.1122846,-0.9251167,-0.01551916,-0.3403846,-0.1961322,-0.9194726,-0.01551916,-0.3403846,-0.1961322,-0.9194726,-0.2670597,0.3163064,-0.726518,0.5484533,-0.03924313,-0.4174399,0.1324587,-0.8981419,-0.1808884,-0.365,-0.1893813,-0.8934143,-0.1808884,-0.365,-0.1893813,-0.8934143,-0.2346699,0.4038637,-0.7262799,0.5043231,-0.130052,-0.4684271,0.1835314,-0.854388,-0.2730587,-0.386296,-0.1037913,-0.8748954,-0.2730587,-0.386296,-0.1037913,-0.8748954
-0.350104,-0.2721454,-0.1195601,-0.9251567,-0.3044078,0.2425461,-0.7281554,0.5641786,0.09826282,-0.3487378,0.1146253,-0.92498,-0.01724537,-0.3387515,-0.1937771,-0.9205438,-0.01724537,-0.3387515,-0.1937771,-0.9205438,-0.2677614,0.31624,-0.7275169,0.546823,-0.03699099,-0.41668,0.1339691,-0.8983664,-0.1783653,-0.3611981,-0.1889227,-0.8955613,-0.1783653,-0.3611981,-0.1889227,-0.8955613,-0.2348005,0.4041637,-0.7267158,0.5033934,-0.1290417,-0.4686326,0.1858148,-0.8539351,-0.2724452,-0.3858727,-0.102386,-0.875439,-0.2724452,-0.3858727,-0.102386,-0.875439
-0.3498339,-0.2727803,-0.1233914,-0.9250011,-0.3041534,0.2429889,-0.7280161,0.5643047,0.09761165,-0.3489659,0.1143929,-0.9249915,-0.01799336,-0.3384658,-0.1942335,-0.9205382,-0.01799336,-0.3384658,-0.1942335,-0.9205382,-0.2678337,0.3166541,-0.7272937,0.546845,-0.03666941,-0.4167052,0.1338951,-0.8983788,-0.1781583,-0.3606877,-0.1893763,-0.8957126,-0.1781583,-0.3606877,-0.1893763,-0.8957126,-0.234623,0.4046164,-0.7264568,0.5034859,-0.1292324,-0.4688025,0.185787,-0.8538188,-0.2728108,-0.3858699,-0.1026552,-0.8752946,-0.2728108,-0.3858699,-0.1026552,-0.8752946
-0.3494863,-0.2743017,-0.127186,-0.9249291,-0.3038698,0.2436708,-0.7278293,0.5644044,0.09664281,-0.3494279,0.114104,-0.9249544,-0.0191724,-0.33777,-0.1950662,-0.9205939,-0.0191724,-0.33777,-0.1950662,-0.9205939,-0.2678964,0.3172492,-0.7271265,0.5466916,-0.03675013,-0.416998,0.1339168,-0.8982365,-0.1783966,-0.3601988,-0.1896528,-0.8958035,-0.1783966,-0.3601988,-0.1896528,-0.8958035,-0.2346008,0.4053068,-0.7260571,0.5035177,-0.1293774,-0.4691001,0.1854644,-0.8537037,-0.2731101,-0.3856889,-0.103154,-0.8752225,-0.2731101,-0.3856889,-0.103154,-0.8752225
-0.3480955,-0.2762219,-0.1246006,-0.9258419,-0.3031313,0.2452268,-0.7294874,0.5619821,0.09460473,-0.3507628,0.1178119,-0.9241949,-0.02139547,-0.3372095,-0.1916438,-0.9214691,-0.02139547,-0.3372095,-0.1916438,-0.9214691,-0.2680259,0.3191153,-0.7273308,0.5452684,-0.0370547,-0.4181533,0.1360436,-0.8973668,-0.1791341,-0.3583922,-0.1883677,-0.8966517,-0.1791341,-0.3583922,-0.1883677,-0.8966517,-0.2324536,0.4069961,-0.7269037,0.5019273,-0.1334901,-0.4701273,0.1885088,-0.8518366,-0.2782159,-0.3851002,-0.1015059,-0.8740659,-0.2782159,-0.3851002,-0.1015059,-0.8740659
-0.3472937,-0.2780599,-0.1209843,-0.9265331,-0.3020754,0.2471922,-0.7301775,0.5607919,0.09100026,-0.3526553,0.1194537,-0.9236256,-0.02511383,-0.3382665,-0.1889901,-0.9215358,-0.02511383,-0.3382665,-0.1889901,-0.9215358,-0.2686085,0.3211306,-0.7269914,0.5442501,-0.03665555,-0.4189643,0.1360544,-0.8970034,-0.178982,-0.3568824,-0.1888108,-0.8971909,-0.178982,-0.3568824,-0.1888108,-0.8971909,-0.2311286,0.4085976,-0.7277393,0.5000233,-0.1375629,-0.4713254,0.1902204,-0.8501444,-0.2829018,-0.3849703,-0.1001807,-0.8727705,-0.2829018,-0.3849703,-0.1001807,-0.8727705
